Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
1164,1 BHK Ready to Occupy Flat for sale Panvel,"This lovely 1 BHK Flat in Panvel, Navi Mumbai is up for sale. This flat for resale is a choice property. This ready to move flat is offered at an economical price of INR 27 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",27 Lac ,4696,navi-mumbai,,Ready to Move,2 out of 3,Resale,Semi-Furnished,,,,1,,,,575 sqft,,
1165,2 BHK Ready to Occupy Flat for sale New Panvel,"This lovely 2 BHK Flat in New Panvel, Navi Mumbai is up for sale. This flat all equipped with required facilities, is up for resale. This ready to move flat is offered at an economical price of INR 25 Lac. The flat is sold in unfurnished condition.",Call for Price,,navi-mumbai,,Ready to Move,3 out of 3,Resale,Unfurnished,,,,2,,,,670 sqft,,
1166,2 BHK Ready to Occupy Flat for sale Taloja,Discover this immaculate 2 BHK flat for sale at the pristine Taloja in Navi Mumbai. This flat for resale has a desirable location. You can buy this ready to move flat in Taloja at a reasonable price of INR 52 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.,52 Lac ,5550,navi-mumbai,604 sqft,Ready to Move,6 out of 7,Resale,Unfurnished,,,,2,2,,,,,
1167,2 BHK Ready to Occupy Flat for sale in Bhoomi Sagar Sector 34B Kharghar,"Sector 34B-Kharghar, Navi Mumbai has an appealing 2 BHK flat for sale with various amenities. Strategically situated in the Bhoomi Sagar site, it is placed at a prime location. This flat is available as a resale property. This ready to move property in Sector 34B-Kharghar is readily available within an affordable cost of INR 76 Lac. The spacious apartment is unfurnished. Some neighbouring landmarks are sai mannat.",76 Lac ,8686,navi-mumbai,,Ready to Move,3 out of 7,Resale,Unfurnished,East,,Bhoomi Sagar,2,2,1 Open,Freehold,875 sqft,,
1168,1 BHK Ready to Occupy Flat for sale in Kalpataru Riverside Panvel,"This exquisite 1 BHK Flat is offered for sale in Panvel, Navi Mumbai. This flat is situated within the renown township of Kalpataru Riverside. Your search ends here, because this flat for resale is among the best bargains in town. This apartment ready to move in the Panvel is available for an attractive price of?INR 36 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",36 Lac ,5143,navi-mumbai,,Ready to Move,1 out of 4,Resale,Unfurnished,,,Kalpataru Riverside,2,,,,700 sqft,,
1169,2 BHK Ready to Occupy Flat for sale in Sai Anant Sector 30 Vashi,"This lovely 2 BHK Flat in Sector 30 Vashi, Navi Mumbai is up for sale. Ideally situated in the Sai Anant township it enjoys a prime location. This flat for resale is just the type of property you have been searching for! This ready to move flat in Sector 30 Vashi comes at an affordable price of INR 1.80 Cr. This contemporary apartment is furnished.",1.80 Cr ,17062,navi-mumbai,,Ready to Move,7 out of 15,Resale,Furnished,,,Sai Anant,2,,,,1055 sqft,,
1170,2 BHK Ready to Occupy Flat for sale in Sai Anant Sector 30 Vashi,"2 BHK flat available for sale in Navi Mumbai in the prime location of Sector 30 Vashi. Strategically situated in the Sai Anant site, it is placed at a prime location. This is one of the best properties available for resale. The ready to move flat in the prime area of Sector 30 Vashi is available at a reasonable price of INR 1.60 Cr. The spacious apartment is semi-furnished.",1.60 Cr ,15094,navi-mumbai,,Ready to Move,5 out of 13,Resale,Semi-Furnished,,,Sai Anant,2,,,,1060 sqft,,
1171,2 BHK Ready to Occupy Flat for sale in Phoenix Heights Roadpali,"This ready to move-in 2 BHK flat is available for sale at the premium Roadpali in Navi Mumbai. Ideally situated in the Phoenix Heights township it enjoys a prime location. This flat all equipped with required facilities, is up for resale. This ready to move flat in Roadpali can be availed at a reasonable price of INR 88 Lac. Available in furnished state, this flat is a great buy. Some nearby landmarks are sports complex, cidco garden, dmart, daily needs, hospital, school etc.",88 Lac ,7822,navi-mumbai,685 sqft,Ready to Move,7 out of 14,Resale,Furnished,East,"Garden/Park, Main Road",Phoenix Heights,2,3,1 Covered,Co-operative Society,,,
1172,2 BHK Ready to Occupy Flat for sale in Mahalaxmi City Panvel,"Panvel, Navi Mumbai has an appealing 2 BHK flat for sale with various amenities. It is housed in the well-planned Mahalaxmi City township in an advantageous location. This flat for resale is just the type of property you have been searching for! This apartment ready to move in the Panvel is available for an attractive price of?INR 35 Lac. The flat is unfurnished and is suitable for any family size.",35 Lac ,4828,navi-mumbai,,Ready to Move,Ground out of 4,Resale,Unfurnished,,,Mahalaxmi City,2,,,,725 sqft,,
1173,2 BHK Ready to Occupy Flat for sale in Aurum Hi Q Ghansoli,"This lovely 2 BHK Flat in Ghansoli, Navi Mumbai is up for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Aurum Hi Q . This apartment is a property of choice for resale. This apartment in one of the significant areas of Ghansoli is ready to move, and can be purchased at the best price of INR 1.60 Cr. Available in semi-furnished state, this flat is a great buy. Landmarks near the apartment include opposite to ghansoli station.",1.60 Cr ,14545,navi-mumbai,680 sqft,Ready to Move,9 out of 38,Resale,Semi-Furnished,North - East,Main Road,Aurum Hi Q,2,2,1 Covered,Freehold,,,
1174,2 BHK Ready to Occupy Flat for sale in Divine Villa Ulwe,"One can find this stunning 2 BHK flat for sale in Ulwe, Navi Mumbai. This flat is placed in a marvellous location within the Divine Villa complex. This flat for resale is a choice property. Available at a reasonable selling price of INR 85 Lac, this ready to move apartment in Ulwe is a great buy. The flat is unfurnished and is suitable for any family size.",85 Lac ,6800,navi-mumbai,,Ready to Move,4 out of 4,Resale,Unfurnished,,,Divine Villa,2,,,,1250 sqft,,
1175,2 BHK Ready to Occupy Flat for sale Nerul,"Nerul, Navi Mumbai has an appealing 2 BHK flat for sale with various amenities. This is a desirable apartment for resale. This ready to move flat located in Nerul is available for purchase at a fair price of INR 1.37 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. Some nearby landmarks are jewells of navi mumbai.",1.37 Cr ,12455,navi-mumbai,700 sqft,Ready to Move,6 out of 7,Resale,Unfurnished,East,Main Road,,2,3,1 Covered,Co-operative Society,,,
1176,2 BHK Ready to Occupy Flat for sale in Kesar Harmony Sector 6 Kharghar,"Sector 6 Kharghar, Navi Mumbai has an appealing 2 BHK flat for sale with various amenities. Enjoying a prime location, this property is housed in the Kesar Harmony society. This flat for resale is a choice property. Located in Sector 6 Kharghar, this ready to move apartment is sold at a fair selling price of INR 1.75 Cr. The apartment is semi-furnished. nearby railway station kharghar are some of the key nearby landmarks.",1.75 Cr ,17073,navi-mumbai,725 sqft,Ready to Move,5 out of 15,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Kesar Harmony,2,2,1 Covered,Freehold,,,
1177,2 BHK Ready to Occupy Flat for sale in Bhoomi Harmony Sector 19 Kamothe,"Have a look at this immaculate 2 BHK flat for sale in Sector 19 Kamothe, Navi Mumbai. It is housed in the well-planned Bhoomi Harmony township in an advantageous location. This flat for resale is just the type of property you have been searching for! This ready to move flat is offered at an economical price of INR 1.10 Cr. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. The flat is easily approachable because it is near to k. k cinema.",1.10 Cr ,8462,navi-mumbai,800 sqft,Ready to Move,13 out of 13,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Bhoomi Harmony,2,3,1 Covered,Co-operative Society,,,
1178, Studio Apartment for sale in Sun Flash Apartment Vashi,The property is ideally located in a strategic location in Sun Flash Apartment township. This flat for resale is a choice property. This ready to move flat is offered at an economical price of INR 30 Lac. It is a furnished apartment.,30 Lac ,8571,navi-mumbai,,Ready to Move,1 out of 4,Resale,Furnished,,,Sun Flash Apartment,1,,,,350 sqft,,
1179,2 BHK Ready to Occupy Flat for sale Roadpali,"This exquisite 2 BHK Flat is offered for sale in Roadpali, Navi Mumbai. Invest your valuable money in this flat that is for resale. The ready to move flat in the prime area of Roadpali is available at a reasonable price of INR 98 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. Landmarks near the apartment include sports complex, cidco garden, dmart, daily needs, hospital, school etc.",98 Lac ,9627,navi-mumbai,625 sqft,Ready to Move,17 out of 21,Resale,Unfurnished,East,"Garden/Park, Pool",,2,3,2 Open,Co-operative Society,,,
1180,1 BHK Ready to Occupy Flat for sale in Bhoomi Gardenia Roadpali,"1 BHK flat available for sale in Navi Mumbai in the prime location of Roadpali. The property is ideally located in a strategic location in Bhoomi Gardenia township. This flat for resale is just the type of property you have been searching for! This ready to move flat in Roadpali comes at an affordable price of INR 55 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. Landmarks near the apartment include daily needs, dmart, smart point, sion panvel expressway highway etc..",55 Lac ,7914,navi-mumbai,417 sqft,Ready to Move,9 out of 14,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Bhoomi Gardenia,1,2,1 Covered,Co-operative Society,,,
1181,3 BHK Ready to Occupy Flat for sale in Chhadva Galaxy Kamothe,"This magnificent 3 BHK Flat is available for sale in Kamothe, Navi Mumbai. This flat is placed in a marvellous location within the Chhadva Galaxy complex. This flat all equipped with required facilities, is up for resale. This ready to move flat is offered at an economical price of INR 1.35 Cr. The flat is semi-furnished and makes for an ideal choice for any family.",1.35 Cr ,9215,navi-mumbai,,Ready to Move,5 out of 13,Resale,Semi-Furnished,,,Chhadva Galaxy,3,,,,1465 sqft,,
1182,1 BHK Ready to Occupy Flat for sale in Deep City Panvel,"1 BHK flat available for sale in Navi Mumbai in the prime location of Panvel. Located in the Deep City township, the flat enjoys access to the prime spots in the city. This flat for resale is a choice property. In Panvel, this ready to move flat is available at an attractive price of INR 39 Lac. It is unfurnished to accommodate your needs.",39 Lac ,5727,navi-mumbai,,Ready to Move,3 out of 3,Resale,Unfurnished,,Garden/Park,Deep City,2,,,Co-operative Society,681 sqft,,
1183,1 BHK Ready to Occupy Flat for sale Navi Mumbai,1 BHK flat available for sale in Navi Mumbai in the prime location of . This flat for resale is a choice property. This apartment ready to move in the is available for an attractive price of?INR 45 Lac. This contemporary apartment is unfurnished.,45 Lac ,7317,navi-mumbai,,Ready to Move,2 out of 3,Resale,Unfurnished,,,,1,,,,615 sqft,,
1184,2 BHK Ready to Occupy Flat for sale in GHP Sonnet Kharghar,"Kharghar, Navi Mumbai has an appealing 2 BHK flat for sale with various amenities. It enjoys an excellent location within the?Ghp Sonnet. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Kharghar comes at an affordable price of INR 99 Lac. The flat is unfurnished and makes for an ideal choice for any family. near proposed metro station are a few nearby landmarks.",99 Lac ,9083,navi-mumbai,700 sqft,Ready to Move,2 out of 15,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",GHP Sonnet,2,2,1 Covered,Leasehold,,,
1185,1 BHK Ready to Occupy Flat for sale Seawoods,"Seawoods, Navi Mumbai has an appealing 1 BHK flat for sale with various amenities. This apartment is a property of choice for resale. This ready to move flat is offered at an economical price of INR 65 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",65 Lac ,14444,navi-mumbai,450 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,East,Main Road,,1,,,Co-operative Society,,,
